"rep","fold","Taxa","observed","predicted"
7,2,"PI 497639",-10.5806964808468,-11.4721991585361
7,2,"PI 502040",13.1754427217406,36.6138847690299
7,3,"PI 162655",-47.4045097307795,-45.2786639055766
7,3,"PI 262038",-45.3195725080565,-49.7507183835803
7,3,"PI 268586",-14.728322957987,-8.42422974694319
7,3,"PI 268996",-18.7396999989541,-28.8160778397612
7,3,"PI 288146",-46.6743049666706,-41.7612194103592
7,3,"PI 292950",93.5519341824262,93.3907431239447
7,3,"PI 295730",-11.8796500206539,-23.4586042323122
7,3,"PI 296558",9.08251356251902,-0.421959895498469
7,3,"PI 313129",14.9161544517895,31.4344629120837
7,3,"PI 323268",84.9638228003057,87.0359229091339
7,3,"PI 331314",13.7523475204017,-3.11234436290269
7,3,"PI 337293",-33.1303500962705,-35.42754753635
7,3,"PI 355271",59.3113990135345,79.9288299784337
7,3,"PI 429420",3.82761765604124,-13.0074146313707
7,3,"PI 475918",-23.2701323113072,-22.5579090778521
7,3,"PI 481795",93.6606495311802,94.0989342250545
7,3,"PI 493356",-19.7670824072696,-37.8322589276292
7,3,"PI 493547",-33.5078715622015,-46.4776958098781
7,3,"PI 493631",-25.0973116550801,-27.0586880076729
7,3,"PI 496448",94.7367033580305,94.4920922290349
7,3,"PI 502111",-8.61913127345229,-11.6214783009811
7,4,"PI 158854",93.3876253818025,93.9941433612899
7,4,"PI 159786",91.9795136139364,91.8418745249025
7,4,"PI 196635",91.8808532061868,91.9594022506187
7,4,"PI 240560",-39.1675881289274,-34.6473273064663
7,4,"PI 268868",91.7512108457322,91.6763886854443
7,4,"PI 274193",24.0338362276932,27.4754677986131
7,4,"PI 290566",91.9247088400474,91.0260521880037
7,4,"PI 290620",19.1869186745998,38.5291176170612
7,4,"PI 296550",7.58476294109594,12.7638969364774
7,4,"PI 331297",-0.797372907023051,12.4296146149456
7,4,"PI 339960",-19.139805353552,-24.6128066226639
7,4,"PI 343384",3.09862563909943,-17.0367508412002
7,4,"PI 408743",-12.8417941895264,-15.2891584602191
7,4,"PI 476432",-4.38686752313152,-4.88052072040344
7,4,"PI 476596",-0.54667913283332,-15.9359189342735
7,4,"PI 476636",92.1309729640279,91.6159450261954
7,4,"PI 493729",-21.4277665654921,-35.7609137691434
7,4,"PI 493880",-23.636920533488,-41.3334586180748
7,4,"PI 497395",32.1872334414205,29.247427548516
7,4,"PI 497517",-19.5932911626775,-19.5501445411345
7,4,"PI 504614",-34.6991415397245,-31.5988361371483
7,5,"PI 155107",-33.0304284762533,-32.0209884842759
7,5,"PI 200441",-17.4867363486021,-23.2929462042733
7,5,"PI 259851",96.1103353979561,93.6742289581343
7,5,"PI 268806",90.8657621252714,92.1336463333405
7,5,"PI 270998",-1.28088253738996,-5.74078808428334
7,5,"PI 288210",14.8949132937833,26.159739522075
7,5,"PI 295309",94.3003649781333,93.0535437627471
7,5,"PI 356004",-52.9949451982828,-51.600171924058
7,5,"PI 370331",26.0050898783708,51.4590128347827
7,5,"PI 372271",95.027229009404,93.7133327313579
7,5,"PI 372305",18.3010174031283,63.2937593307522
7,5,"PI 399581",6.17677612805178,-9.78801870742865
7,5,"PI 433347",-8.40499945385635,-0.193457941475106
7,5,"PI 461434",-20.275057381311,-24.0459871337018
7,5,"PI 471952",-14.2039684045055,-50.2027517410459
7,5,"PI 476025",-11.1103233953259,-10.1401204934335
7,5,"PI 482120",-33.3095785090718,-38.9471084957684
7,5,"PI 493693",-19.7180182573206,-15.0912236966113
7,5,"PI 494018",-15.4848038593226,-7.63298674163379
7,5,"PI 494034",-13.8212734354372,-35.6992804617046
8,1,"PI 259617",-49.9702615314471,-54.2063749287349
8,1,"PI 262038",-45.3195725080565,-51.4571933619734
8,1,"PI 268868",91.7512108457322,91.6999067859338
8,1,"PI 288210",14.8949132937833,26.3552020392694
8,1,"PI 290620",19.1869186745998,32.9190026005671
8,1,"PI 295250",93.8116442119282,93.1723248345112
8,1,"PI 295730",-11.8796500206539,-26.0398328877925
8,1,"PI 296558",9.08251356251902,-1.09186762544465
8,1,"PI 339960",-19.139805353552,-27.371870634175
8,1,"PI 343384",3.09862563909943,-18.950272133709
8,1,"PI 355268",83.5926065435547,80.9693943767283
8,1,"PI 370331",26.0050898783708,55.3799814965921
8,1,"PI 371521",30.2241303065118,63.5986284137975
8,1,"PI 372271",95.027229009404,93.6961235733119
8,1,"PI 399581",6.17677612805178,-12.3543347462848
8,1,"PI 475931",7.58481242635805,10.1132930685028
8,1,"PI 476432",-4.38686752313152,-10.7231377117548
8,1,"PI 478850",-41.4131499911608,-46.2417549077088
8,1,"PI 493547",-33.5078715622015,-47.949994942793
8,1,"PI 493880",-23.636920533488,-39.4180238973238
8,1,"PI 497395",32.1872334414205,29.4339680295591
8,2,"PI 158854",93.3876253818025,94.218393763136
8,2,"PI 159786",91.9795136139364,92.4748284555257
8,2,"PI 196635",91.8808532061868,92.1698778703001
8,2,"PI 200441",-17.4867363486021,-22.3307122013471
8,2,"PI 240560",-39.1675881289274,-28.8826846663041
8,2,"PI 259658",100.707784632293,91.7809739698522
8,2,"PI 259836",-13.4113846071158,-20.025785636303
8,2,"PI 268806",90.8657621252714,92.4549883063741
8,2,"PI 270786",90.8506593776961,93.376693222955
8,2,"PI 271019",-5.6110404254436,0.605587686843273
8,2,"PI 290560",-36.5730859340983,-29.5927097640384
8,2,"PI 290566",91.9247088400474,91.1622032936052
8,2,"PI 292950",93.5519341824262,93.9810463488196
8,2,"PI 331297",-0.797372907023051,2.63969790538434
8,2,"PI 355271",59.3113990135345,79.5423908465418
8,2,"PI 372305",18.3010174031283,60.0938582493281
8,2,"PI 408743",-12.8417941895264,-23.8426656289333
8,2,"PI 461427",-52.8331073584546,-53.4795027669184
8,2,"PI 476596",-0.54667913283332,-1.38760345628027
8,2,"PI 482189",-13.9503326174076,-26.2870891501757
8,2,"PI 502120",7.61631474631251,5.66487987666541
8,3,"PI 155107",-33.0304284762533,-29.6607839160126
8,3,"PI 259851",96.1103353979561,90.3363517059769
8,3,"PI 268586",-14.728322957987,-6.27963003384371
8,3,"PI 268996",-18.7396999989541,-28.747129187078
8,3,"PI 270998",-1.28088253738996,-3.29862750108621
8,3,"PI 295309",94.3003649781333,93.2691430299943
8,3,"PI 298854",89.0901845491034,84.6257776246458
8,3,"PI 319768",-3.0947565821953,6.4452168818101
8,3,"PI 319770",5.60792539732361,-29.7800606580543
8,3,"PI 337399",-48.891681182551,-46.7919337670051
8,3,"PI 337406",-15.5986954843422,-14.9129417963896
8,3,"PI 343398",20.9688595511485,52.2220094852937
8,3,"PI 407667",-44.1385440155654,-47.3478922788959
8,3,"PI 429420",3.82761765604124,-12.1595294796418
8,3,"PI 471952",-14.2039684045055,-54.2357582173717
8,3,"PI 475918",-23.2701323113072,-20.3836381873935
8,3,"PI 476025",-11.1103233953259,-10.8857649833688
8,3,"PI 493631",-25.0973116550801,-26.3056260995514
8,3,"PI 497318",31.7422567795936,30.4540995319813
8,3,"PI 497517",-19.5932911626775,-24.2690294691399
8,3,"PI 504614",-34.6991415397245,-31.2613340658115
8,4,"PI 157542",76.5152772600273,82.2820067606643
8,4,"PI 162655",-47.4045097307795,-45.4212876277523
8,4,"PI 274193",24.0338362276932,26.846341445884
8,4,"PI 288146",-46.6743049666706,-41.2625330108291
8,4,"PI 290536",93.7106746878443,91.1141630127116
8,4,"PI 296550",7.58476294109594,17.13762870691
8,4,"PI 323268",84.9638228003057,86.993133821242
8,4,"PI 325943",-55.6161781982585,-49.3203008069373
8,4,"PI 337293",-33.1303500962705,-35.4735442523348
8,4,"PI 356004",-52.9949451982828,-48.4424114303795
8,4,"PI 433347",-8.40499945385635,8.16686205184837
8,4,"PI 461434",-20.275057381311,-26.8603267511785
8,4,"PI 475863",-21.7910590813281,-26.5065647809517
8,4,"PI 476636",92.1309729640279,91.5722939824327
8,4,"PI 481795",93.6606495311802,94.344757750783
8,4,"PI 493729",-21.4277665654921,-31.6884069512266
8,4,"PI 493938",-15.6332847605169,-32.6895518064825
8,4,"PI 494018",-15.4848038593226,-5.21069353655085
8,4,"PI 494795",8.2364494572083,4.8459869672047
8,4,"PI 496448",94.7367033580305,94.3083188604686
8,4,"PI 502040",13.1754427217406,37.8176430651527
8,5,"PI 162857",87.8557386974058,85.1994640408209
8,5,"PI 196622",94.484362479052,94.1460037914936
8,5,"PI 268755",-34.6790842345355,-32.1619633724326
8,5,"PI 270905",23.0458444858713,47.1275612619348
8,5,"PI 270907",91.9216771993511,92.0582433508532
8,5,"PI 313129",14.9161544517895,23.849810396688
8,5,"PI 331314",13.7523475204017,0.22188987534117
8,5,"PI 403813",-24.2800736050239,-24.0177171465125
8,5,"PI 442768",23.9078614520448,39.2534096345546
8,5,"PI 468271",20.3866795249287,17.9190624948205
8,5,"PI 471954",-22.923447881111,-64.631928908307
8,5,"PI 482120",-33.3095785090718,-37.8071259073421
8,5,"PI 493356",-19.7670824072696,-31.0947145222625
8,5,"PI 493581",-52.467277874188,-45.5133353736235
8,5,"PI 493693",-19.7180182573206,-15.8788625873587
8,5,"PI 493717",-16.358090909818,-14.2385559667822
8,5,"PI 494034",-13.8212734354372,-38.8178344503753
8,5,"PI 496401",21.2938516538893,51.5226898536848
8,5,"PI 497639",-10.5806964808468,-12.747201048564
8,5,"PI 502111",-8.61913127345229,-12.2730572116947
9,1,"PI 200441",-17.4867363486021,-26.126930294016
9,1,"PI 268586",-14.728322957987,-9.57744264553901
9,1,"PI 268755",-34.6790842345355,-30.4050290145919
9,1,"PI 268868",91.7512108457322,91.8226479596436
9,1,"PI 270905",23.0458444858713,48.7437650578515
9,1,"PI 270998",-1.28088253738996,-7.13142218543265
9,1,"PI 274193",24.0338362276932,28.1464581547764
9,1,"PI 290566",91.9247088400474,91.0186491492426
9,1,"PI 295730",-11.8796500206539,-22.6911904013577
9,1,"PI 296558",9.08251356251902,3.09056057111032
9,1,"PI 298854",89.0901845491034,87.4419344516102
9,1,"PI 356004",-52.9949451982828,-51.9590949502551
9,1,"PI 399581",6.17677612805178,-6.03338090884891
9,1,"PI 461427",-52.8331073584546,-53.5083411171614
9,1,"PI 475863",-21.7910590813281,-27.7324315407387
9,1,"PI 481795",93.6606495311802,94.4123847219728
9,1,"PI 494018",-15.4848038593226,-7.66102618039384
9,1,"PI 494034",-13.8212734354372,-41.0224982550997
9,1,"PI 497517",-19.5932911626775,-20.5233183361572
9,1,"PI 502040",13.1754427217406,35.5966824064225
9,1,"PI 502120",7.61631474631251,22.8053226659291
9,2,"PI 157542",76.5152772600273,80.1074057862026
9,2,"PI 159786",91.9795136139364,91.9320361017869
9,2,"PI 162655",-47.4045097307795,-44.9637174656244
9,2,"PI 270907",91.9216771993511,92.0743510316597
9,2,"PI 271019",-5.6110404254436,1.74387535923429
9,2,"PI 288146",-46.6743049666706,-42.8097520516603
9,2,"PI 290560",-36.5730859340983,-38.743222128724
9,2,"PI 313129",14.9161544517895,25.714197762374
9,2,"PI 371521",30.2241303065118,62.7805074777388
9,2,"PI 372271",95.027229009404,93.8063082374662
9,2,"PI 372305",18.3010174031283,56.5778314953657
9,2,"PI 403813",-24.2800736050239,-23.1352707216945
9,2,"PI 408743",-12.8417941895264,-5.99548796384521
9,2,"PI 429420",3.82761765604124,-1.71396417685642
9,2,"PI 476596",-0.54667913283332,-7.99961468870468
9,2,"PI 482120",-33.3095785090718,-37.1091927708444
9,2,"PI 493693",-19.7180182573206,-12.9763747045182
9,2,"PI 493717",-16.358090909818,-1.99133886090717
9,2,"PI 493729",-21.4277665654921,-31.8075688353056
9,2,"PI 494795",8.2364494572083,6.11899981643228
9,2,"PI 496401",21.2938516538893,52.2565252512019
9,3,"PI 158854",93.3876253818025,93.9430256519069
9,3,"PI 240560",-39.1675881289274,-34.4711323807651
9,3,"PI 259851",96.1103353979561,93.0607350610817
9,3,"PI 290536",93.7106746878443,91.3011721024833
9,3,"PI 290620",19.1869186745998,35.7177210282862
9,3,"PI 292950",93.5519341824262,93.403603808662
9,3,"PI 319768",-3.0947565821953,5.55334590763837
9,3,"PI 319770",5.60792539732361,-28.4105243543836
9,3,"PI 323268",84.9638228003057,86.648716636768
9,3,"PI 325943",-55.6161781982585,-50.7844387977862
9,3,"PI 337399",-48.891681182551,-46.2572637873572
9,3,"PI 337406",-15.5986954843422,-13.4335396794187
9,3,"PI 339960",-19.139805353552,-27.1515266124943
9,3,"PI 343384",3.09862563909943,-18.0952982974888
9,3,"PI 471952",-14.2039684045055,-52.9313701348357
9,3,"PI 482189",-13.9503326174076,-27.6073189444394
9,3,"PI 493547",-33.5078715622015,-47.29614148925
9,3,"PI 496448",94.7367033580305,94.2634606803506
9,3,"PI 497318",31.7422567795936,14.4823566293845
9,3,"PI 497395",32.1872334414205,14.5920248366382
9,3,"PI 504614",-34.6991415397245,-32.7276664615494
9,4,"PI 162857",87.8557386974058,85.433460139491
9,4,"PI 196622",94.484362479052,94.5026178246627
9,4,"PI 259617",-49.9702615314471,-53.6524924031782
9,4,"PI 259658",100.707784632293,91.9299245631007
9,4,"PI 262038",-45.3195725080565,-42.3219018579941
9,4,"PI 268806",90.8657621252714,92.0216583752494
9,4,"PI 268996",-18.7396999989541,-29.5564439970955
9,4,"PI 270786",90.8506593776961,92.6180056240632
9,4,"PI 331297",-0.797372907023051,11.1657523465622
9,4,"PI 337293",-33.1303500962705,-35.2332769567714
9,4,"PI 370331",26.0050898783708,51.8392829084101
9,4,"PI 433347",-8.40499945385635,4.45957256451693
9,4,"PI 461434",-20.275057381311,-24.4947781943268
9,4,"PI 468271",20.3866795249287,18.0142807895283
9,4,"PI 475918",-23.2701323113072,-21.0964494256515
9,4,"PI 475931",7.58481242635805,9.87420468533762
9,4,"PI 478850",-41.4131499911608,-44.6291222700841
9,4,"PI 493356",-19.7670824072696,-39.5841479841477
9,4,"PI 493581",-52.467277874188,-43.6892653385912
9,4,"PI 493880",-23.636920533488,-37.2739138373276
9,4,"PI 493938",-15.6332847605169,-35.5076423137685
9,5,"PI 155107",-33.0304284762533,-32.9224972948185
9,5,"PI 196635",91.8808532061868,91.8808733393225
9,5,"PI 259836",-13.4113846071158,-20.3065081330337
9,5,"PI 288210",14.8949132937833,29.2806854077535
9,5,"PI 295250",93.8116442119282,92.7783303896416
9,5,"PI 295309",94.3003649781333,93.3670084331519
9,5,"PI 296550",7.58476294109594,12.881388532855
9,5,"PI 331314",13.7523475204017,-3.3396466238527
9,5,"PI 343398",20.9688595511485,51.7156637770546
9,5,"PI 355268",83.5926065435547,83.2983454190398
9,5,"PI 355271",59.3113990135345,78.1786331771431
9,5,"PI 407667",-44.1385440155654,-46.5999696878843
9,5,"PI 442768",23.9078614520448,37.572373408628
9,5,"PI 471954",-22.923447881111,-67.1834566915307
9,5,"PI 476025",-11.1103233953259,-18.4210878789194
9,5,"PI 476432",-4.38686752313152,-3.59248231880513
9,5,"PI 476636",92.1309729640279,91.797212869755
9,5,"PI 493631",-25.0973116550801,-27.0950637670906
9,5,"PI 497639",-10.5806964808468,-18.5292538223601
9,5,"PI 502111",-8.61913127345229,-18.2741234809029
10,1,"PI 159786",91.9795136139364,91.8889974839882
10,1,"PI 162857",87.8557386974058,84.5261976227556
10,1,"PI 259851",96.1103353979561,89.303048656358
10,1,"PI 268586",-14.728322957987,-8.6498402729981
10,1,"PI 268755",-34.6790842345355,-30.808455170113
10,1,"PI 288146",-46.6743049666706,-42.3840737752649
10,1,"PI 290536",93.7106746878443,91.4954077757671
10,1,"PI 295250",93.8116442119282,93.070631198603
10,1,"PI 295730",-11.8796500206539,-25.7189880941536
10,1,"PI 298854",89.0901845491034,84.7344132056635
10,1,"PI 325943",-55.6161781982585,-50.5845662857624
10,1,"PI 331314",13.7523475204017,-9.44079705249668
10,1,"PI 337399",-48.891681182551,-45.5620105049355
10,1,"PI 339960",-19.139805353552,-24.1316828459367
10,1,"PI 343398",20.9688595511485,53.2468519929059
10,1,"PI 429420",3.82761765604124,-9.93397275926839
10,1,"PI 433347",-8.40499945385635,11.4280588718096
10,1,"PI 475931",7.58481242635805,8.51508011168413
10,1,"PI 482120",-33.3095785090718,-38.3944260996096
10,1,"PI 482189",-13.9503326174076,-28.1026715303268
10,1,"PI 502040",13.1754427217406,34.5475597308503
10,2,"PI 259836",-13.4113846071158,-21.4377482368242
10,2,"PI 268996",-18.7396999989541,-30.4476840228814
10,2,"PI 270905",23.0458444858713,50.1789106978404
10,2,"PI 290560",-36.5730859340983,-38.8995936763705
10,2,"PI 290566",91.9247088400474,91.0139880868816
10,2,"PI 319768",-3.0947565821953,4.85830322132725
10,2,"PI 319770",5.60792539732361,-31.8836985512359
10,2,"PI 331297",-0.797372907023051,7.82287415077513
10,2,"PI 343384",3.09862563909943,0.334130825556494
10,2,"PI 355271",59.3113990135345,78.0371967468203
10,2,"PI 356004",-52.9949451982828,-51.2800225786881
10,2,"PI 370331",26.0050898783708,50.0294909936404
10,2,"PI 372271",95.027229009404,93.6734111715215
10,2,"PI 408743",-12.8417941895264,-16.5174279468778
10,2,"PI 475863",-21.7910590813281,-29.0480075620424
10,2,"PI 476432",-4.38686752313152,0.85197367465441
10,2,"PI 493581",-52.467277874188,-44.6118190128124
10,2,"PI 493717",-16.358090909818,-14.1446901681078
10,2,"PI 494034",-13.8212734354372,-42.6790316110096
10,2,"PI 497395",32.1872334414205,29.42522912515
10,2,"PI 497517",-19.5932911626775,-15.5806242707803
10,3,"PI 196622",94.484362479052,94.2708446728012
10,3,"PI 259658",100.707784632293,91.6466380937024
10,3,"PI 262038",-45.3195725080565,-50.9730795207566
10,3,"PI 268806",90.8657621252714,92.1802009028829
10,3,"PI 270786",90.8506593776961,92.3817897626041
10,3,"PI 270907",91.9216771993511,92.1470724730851
10,3,"PI 271019",-5.6110404254436,-1.15054176737911
10,3,"PI 274193",24.0338362276932,27.835935611791
10,3,"PI 355268",83.5926065435547,81.3670322499194
10,3,"PI 399581",6.17677612805178,-10.0472436730144
10,3,"PI 468271",20.3866795249287,17.3002010422126
10,3,"PI 475918",-23.2701323113072,-22.5515621566099
10,3,"PI 476025",-11.1103233953259,-11.198055716604
10,3,"PI 478850",-41.4131499911608,-45.8743047581377
10,3,"PI 481795",93.6606495311802,93.9939360982948
10,3,"PI 493547",-33.5078715622015,-46.7848202860874
10,3,"PI 493693",-19.7180182573206,-8.93433835490845
10,3,"PI 494018",-15.4848038593226,-7.96776728260518
10,3,"PI 496401",21.2938516538893,53.8622333614043
10,3,"PI 496448",94.7367033580305,94.0323945367133
10,3,"PI 497318",31.7422567795936,30.748658374154
10,4,"PI 157542",76.5152772600273,82.7213041843107
10,4,"PI 162655",-47.4045097307795,-47.0353456189995
10,4,"PI 259617",-49.9702615314471,-53.9310524716838
10,4,"PI 270998",-1.28088253738996,1.71535717253903
10,4,"PI 288210",14.8949132937833,28.6031664365796
10,4,"PI 290620",19.1869186745998,40.6773904045549
10,4,"PI 292950",93.5519341824262,93.3510228962143
10,4,"PI 296550",7.58476294109594,10.1698005527088
10,4,"PI 296558",9.08251356251902,3.65476627050399
10,4,"PI 313129",14.9161544517895,32.8896879946344
10,4,"PI 337406",-15.5986954843422,-25.4131664290136
10,4,"PI 403813",-24.2800736050239,-34.6524767024136
10,4,"PI 407667",-44.1385440155654,-46.2909153905685
10,4,"PI 442768",23.9078614520448,41.3022605073314
10,4,"PI 476596",-0.54667913283332,-17.0624947519881
10,4,"PI 493356",-19.7670824072696,-42.852411821317
10,4,"PI 493631",-25.0973116550801,-36.3990176357345
10,4,"PI 493729",-21.4277665654921,-38.1204853727026
10,4,"PI 493938",-15.6332847605169,-39.0710380139145
10,4,"PI 502111",-8.61913127345229,-11.2459016556879
10,4,"PI 502120",7.61631474631251,14.9380643174136
10,5,"PI 155107",-33.0304284762533,-31.7533259396346
10,5,"PI 158854",93.3876253818025,93.5602273460561
10,5,"PI 196635",91.8808532061868,92.0158850481786
10,5,"PI 200441",-17.4867363486021,-21.8460397544631
10,5,"PI 240560",-39.1675881289274,-34.7399229335182
10,5,"PI 268868",91.7512108457322,92.0163583475332
10,5,"PI 295309",94.3003649781333,93.047969923687
10,5,"PI 323268",84.9638228003057,86.8003469076017
10,5,"PI 337293",-33.1303500962705,-34.3566039661436
10,5,"PI 371521",30.2241303065118,59.4661155099549
10,5,"PI 372305",18.3010174031283,62.4497549536543
10,5,"PI 461427",-52.8331073584546,-53.7325945100241
10,5,"PI 461434",-20.275057381311,-26.4681138847244
10,5,"PI 471952",-14.2039684045055,-43.8484714207917
10,5,"PI 471954",-22.923447881111,-63.062335336829
10,5,"PI 476636",92.1309729640279,91.5811696800226
10,5,"PI 493880",-23.636920533488,-38.757457022617
10,5,"PI 494795",8.2364494572083,6.93801421872174
10,5,"PI 497639",-10.5806964808468,-11.1310623720097
10,5,"PI 504614",-34.6991415397245,-32.2447968945707
